# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -43.5372
# Longitude (positive East, ISO 19115): 172.7049
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-10-07T04:00:00.0/2022-10-07T05:00:00.0;531.8389;369.5044;274.9603;94.5441;700.1376;369.5044;274.9603;94.5441;700.1376;1.0000
2022-10-07T05:00:00.0/2022-10-07T06:00:00.0;290.1981;171.4642;108.6513;62.8129;488.6288;171.4642;108.6513;62.8129;488.6288;1.0000
2022-10-07T06:00:00.0/2022-10-07T07:00:00.0;51.8934;20.6976;7.7042;12.9935;91.7190;20.6976;7.7042;12.9935;91.7190;0.9417
2022-10-07T07:00:00.0/2022-10-07T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T08:00:00.0/2022-10-07T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T09:00:00.0/2022-10-07T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T10:00:00.0/2022-10-07T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T11:00:00.0/2022-10-07T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T12:00:00.0/2022-10-07T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T13:00:00.0/2022-10-07T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T14:00:00.0/2022-10-07T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T15:00:00.0/2022-10-07T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T16:00:00.0/2022-10-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-07T17:00:00.0/2022-10-07T18:00:00.0;0.7978;0.1910;0.0092;0.1818;0.0000;0.1910;0.0092;0.1818;0.0000;0.9667
2022-10-07T18:00:00.0/2022-10-07T19:00:00.0;149.2691;75.2204;41.5039;33.7165;303.9586;75.2204;41.5039;33.7165;303.9586;0.7333
2022-10-07T19:00:00.0/2022-10-07T20:00:00.0;401.2677;265.9379;196.2299;69.7080;656.1331;265.9379;196.2299;69.7080;656.1331;1.0000
2022-10-07T20:00:00.0/2022-10-07T21:00:00.0;632.2971;465.0215;378.0320;86.9895;812.6913;465.0215;378.0320;86.9895;812.6913;0.9167
2022-10-07T21:00:00.0/2022-10-07T22:00:00.0;826.6223;638.7944;543.3406;95.4538;895.8312;638.7944;543.3406;95.4538;895.8312;1.0000
2022-10-07T22:00:00.0/2022-10-07T23:00:00.0;971.0103;770.4190;671.5331;98.8859;943.3535;770.4190;671.5331;98.8859;943.3535;1.0000
2022-10-07T23:00:00.0/2022-10-08T00:00:00.0;1055.6327;848.8166;749.7460;99.0706;969.1077;848.8166;749.7460;99.0706;969.1077;1.0000
2022-10-08T00:00:00.0/2022-10-08T01:00:00.0;1074.7356;864.6533;763.9335;100.7197;969.9718;864.6533;763.9335;100.7197;969.9718;1.0000
2022-10-08T01:00:00.0/2022-10-08T02:00:00.0;1027.0375;817.1568;713.0904;104.0664;947.3016;817.1568;713.0904;104.0664;947.3016;1.0000
2022-10-08T02:00:00.0/2022-10-08T03:00:00.0;915.8083;712.8550;608.6866;104.1684;906.3580;712.8550;608.6866;104.1684;906.3580;0.9167
2022-10-08T03:00:00.0/2022-10-08T04:00:00.0;748.6520;562.1249;464.6618;97.4631;845.4931;562.1249;464.6618;97.4631;845.4931;1.0000
2022-10-08T04:00:00.0/2022-10-08T05:00:00.0;536.9860;377.8141;295.1532;82.6609;745.2926;377.8141;295.1532;82.6609;745.2926;1.0000
2022-10-08T05:00:00.0/2022-10-08T06:00:00.0;295.2617;178.6897;121.1379;57.5518;538.4822;178.6897;121.1379;57.5518;538.4822;1.0000
2022-10-08T06:00:00.0/2022-10-08T07:00:00.0;55.1530;22.9798;9.8081;13.1718;114.7724;22.9798;9.8081;13.1718;114.7724;0.9333
2022-10-08T07:00:00.0/2022-10-08T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T08:00:00.0/2022-10-08T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T09:00:00.0/2022-10-08T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T10:00:00.0/2022-10-08T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T11:00:00.0/2022-10-08T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T12:00:00.0/2022-10-08T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T13:00:00.0/2022-10-08T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T14:00:00.0/2022-10-08T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T15:00:00.0/2022-10-08T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T16:00:00.0/2022-10-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-08T17:00:00.0/2022-10-08T18:00:00.0;1.5181;0.4395;0.1088;0.3307;0.0000;0.4395;0.1088;0.3307;0.0000;0.9500
2022-10-08T18:00:00.0/2022-10-08T19:00:00.0;156.7484;89.8584;64.6169;25.2415;490.7227;89.8584;64.6169;25.2415;490.7227;0.7333
2022-10-08T19:00:00.0/2022-10-08T20:00:00.0;408.6557;287.0797;241.1460;45.9338;797.3255;287.0797;241.1460;45.9338;797.3255;1.0000
2022-10-08T20:00:00.0/2022-10-08T21:00:00.0;639.5172;484.5433;429.0312;55.5121;913.7027;484.5433;429.0312;55.5121;913.7027;1.0000
2022-10-08T21:00:00.0/2022-10-08T22:00:00.0;833.6097;653.6078;591.9961;61.6117;968.9645;653.6078;591.9961;61.6117;968.9645;1.0000
2022-10-08T22:00:00.0/2022-10-08T23:00:00.0;977.7161;779.0192;712.6202;66.3990;994.9667;778.4423;711.1569;67.2854;993.0249;1.0000
2022-10-08T23:00:00.0/2022-10-09T00:00:00.0;1062.0276;851.8204;782.1387;69.6818;1005.5207;839.8041;751.6469;88.1572;965.4988;1.0000
2022-10-09T00:00:00.0/2022-10-09T01:00:00.0;1080.8115;864.2126;784.7778;79.4348;991.3812;864.2126;784.7778;79.4348;991.3812;1.0000
2022-10-09T01:00:00.0/2022-10-09T02:00:00.0;1032.8085;815.1790;720.7247;94.4543;952.5331;815.1790;720.7247;94.4543;952.5331;1.0000
2022-10-09T02:00:00.0/2022-10-09T03:00:00.0;921.3093;709.9266;604.3078;105.6188;894.7433;709.9266;604.3078;105.6188;894.7433;0.9167
2022-10-09T03:00:00.0/2022-10-09T04:00:00.0;753.9365;559.9565;457.6496;102.3069;827.4453;559.9565;457.6496;102.3069;827.4453;1.0000
2022-10-09T04:00:00.0/2022-10-09T05:00:00.0;542.1223;378.0266;292.9067;85.1199;733.2644;378.0266;292.9067;85.1199;733.2644;1.0000
2022-10-09T05:00:00.0/2022-10-09T06:00:00.0;300.3279;181.2393;122.7984;58.4409;538.5535;181.2393;122.7984;58.4409;538.5535;1.0000
2022-10-09T06:00:00.0/2022-10-09T07:00:00.0;58.5189;24.6851;10.8616;13.8236;124.0598;24.6851;10.8616;13.8236;124.0598;0.9333
2022-10-09T07:00:00.0/2022-10-09T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T08:00:00.0/2022-10-09T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T09:00:00.0/2022-10-09T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T10:00:00.0/2022-10-09T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T11:00:00.0/2022-10-09T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T12:00:00.0/2022-10-09T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T13:00:00.0/2022-10-09T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T14:00:00.0/2022-10-09T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T15:00:00.0/2022-10-09T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T16:00:00.0/2022-10-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-09T17:00:00.0/2022-10-09T18:00:00.0;2.4470;0.7058;0.1566;0.5492;3.9587;0.7058;0.1566;0.5492;3.9587;0.9333
2022-10-09T18:00:00.0/2022-10-09T19:00:00.0;164.1748;92.3547;64.1259;28.2288;466.0908;92.3547;64.1259;28.2288;466.0908;0.7333
2022-10-09T19:00:00.0/2022-10-09T20:00:00.0;415.9811;289.1217;238.7885;50.3332;775.6444;289.1217;238.7885;50.3332;775.6444;1.0000
2022-10-09T20:00:00.0/2022-10-09T21:00:00.0;646.6680;486.5884;426.2396;60.3488;898.0810;486.5884;426.2396;60.3488;898.0810;1.0000
2022-10-09T21:00:00.0/2022-10-09T22:00:00.0;840.5244;655.3478;588.5274;66.8204;955.8917;631.6919;518.0553;113.6366;845.1713;1.0000
2022-10-09T22:00:00.0/2022-10-09T23:00:00.0;984.3495;779.9769;707.7515;72.2254;982.0728;763.8867;658.0665;105.8201;909.5887;1.0000
2022-10-09T23:00:00.0/2022-10-10T00:00:00.0;1068.3540;851.6052;775.6154;75.9897;991.7974;772.3794;531.4510;240.9284;681.3770;1.0000
2022-10-10T00:00:00.0/2022-10-10T01:00:00.0;1086.8262;865.6423;787.5450;78.0973;989.9623;704.5906;354.6096;349.9810;444.9789;1.0000
2022-10-10T01:00:00.0/2022-10-10T02:00:00.0;1038.5284;821.1349;742.6443;78.4905;976.8342;633.0427;246.6078;386.4350;325.6236;1.0000
2022-10-10T02:00:00.0/2022-10-10T03:00:00.0;926.7717;720.6799;643.6094;77.0705;948.3171;566.0717;261.9577;304.1140;379.1494;0.9167
2022-10-10T03:00:00.0/2022-10-10T04:00:00.0;759.1960;571.1530;499.3948;71.7582;897.3422;269.8521;28.8451;241.0070;48.5058;1.0000
2022-10-10T04:00:00.0/2022-10-10T05:00:00.0;547.2475;387.0470;325.7224;61.3246;809.1052;96.4937;0.0389;96.4547;0.0886;1.0000
2022-10-10T05:00:00.0/2022-10-10T06:00:00.0;305.3965;189.6098;145.0910;44.5188;631.1716;79.7745;0.4287;79.3459;2.5935;1.0000
2022-10-10T06:00:00.0/2022-10-10T07:00:00.0;61.9918;27.9067;15.8211;12.0855;181.1784;25.3460;10.0113;15.3347;130.2022;0.9167
2022-10-10T07:00:00.0/2022-10-10T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T08:00:00.0/2022-10-10T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T09:00:00.0/2022-10-10T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T10:00:00.0/2022-10-10T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T11:00:00.0/2022-10-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T12:00:00.0/2022-10-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T13:00:00.0/2022-10-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T14:00:00.0/2022-10-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T15:00:00.0/2022-10-10T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T16:00:00.0/2022-10-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-10T17:00:00.0/2022-10-10T18:00:00.0;3.5795;1.0507;0.2495;0.8012;7.7493;1.0507;0.2495;0.8012;7.7493;0.9167
2022-10-10T18:00:00.0/2022-10-10T19:00:00.0;171.5449;95.5059;65.6892;29.8167;461.4389;95.5059;65.6892;29.8167;461.4389;0.7333
2022-10-10T19:00:00.0/2022-10-10T20:00:00.0;423.2406;289.9904;238.2964;51.6940;761.3860;215.1400;115.3279;99.8121;419.1018;1.0000
2022-10-10T20:00:00.0/2022-10-10T21:00:00.0;653.7464;483.4960;422.2867;61.2094;880.6715;265.8784;74.1131;191.7653;153.5389;1.0000
2022-10-10T21:00:00.0/2022-10-10T22:00:00.0;847.3636;650.7103;582.7015;68.0087;939.2553;646.1172;570.6253;75.4919;917.6917;1.0000
2022-10-10T22:00:00.0/2022-10-10T23:00:00.0;990.9083;777.5153;702.6617;74.8535;969.0708;777.5153;702.6617;74.8535;969.0708;1.0000
2022-10-10T23:00:00.0/2022-10-11T00:00:00.0;1074.6102;852.3701;772.2715;80.0985;982.3155;852.3701;772.2715;80.0985;982.3155;1.0000
2022-10-11T00:00:00.0/2022-10-11T01:00:00.0;1092.7786;868.5180;785.5790;82.9390;982.6701;868.5180;785.5790;82.9390;982.6701;1.0000
2022-10-11T01:00:00.0/2022-10-11T02:00:00.0;1044.1968;824.5726;741.2885;83.2841;970.3114;824.5726;741.2885;83.2841;970.3114;1.0000
2022-10-11T02:00:00.0/2022-10-11T03:00:00.0;932.1951;724.5422;642.9269;81.6154;942.3388;723.3361;639.8624;83.4737;937.4662;0.9167
2022-10-11T03:00:00.0/2022-10-11T04:00:00.0;764.4305;574.7899;493.6684;81.1215;880.9709;350.4769;94.4608;256.0162;158.4754;1.0000
2022-10-11T04:00:00.0/2022-10-11T05:00:00.0;552.3618;388.4365;310.2941;78.1424;762.5869;186.6773;18.1657;168.5116;43.1356;1.0000
2022-10-11T05:00:00.0/2022-10-11T06:00:00.0;310.4676;187.7231;126.5269;61.1962;535.3114;74.0409;3.5723;70.4685;20.4355;1.0000
2022-10-11T06:00:00.0/2022-10-11T07:00:00.0;65.5726;27.2344;10.7277;16.5067;113.0763;23.0553;4.0933;18.9620;55.8802;0.9083
2022-10-11T07:00:00.0/2022-10-11T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T08:00:00.0/2022-10-11T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T09:00:00.0/2022-10-11T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T10:00:00.0/2022-10-11T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T11:00:00.0/2022-10-11T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T12:00:00.0/2022-10-11T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T13:00:00.0/2022-10-11T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T14:00:00.0/2022-10-11T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T15:00:00.0/2022-10-11T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T16:00:00.0/2022-10-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-11T17:00:00.0/2022-10-11T18:00:00.0;4.8928;1.4456;0.2743;1.1713;7.7836;0.1963;0.0000;0.1963;0.0000;0.9083
2022-10-11T18:00:00.0/2022-10-11T19:00:00.0;178.8551;98.8486;63.8820;34.9666;430.4767;11.2542;0.0000;11.2542;0.0000;0.8167
2022-10-11T19:00:00.0/2022-10-11T20:00:00.0;430.4309;294.7867;232.7973;61.9894;731.3588;51.1785;0.0292;51.1494;0.0780;1.0000
2022-10-11T20:00:00.0/2022-10-11T21:00:00.0;660.7495;490.8130;414.5775;76.2355;855.7574;102.4228;0.0894;102.3334;0.1664;1.0000
2022-10-11T21:00:00.0/2022-10-11T22:00:00.0;854.1251;659.7737;575.1578;84.6159;920.1580;331.8421;36.8655;294.9766;57.6202;1.0000
2022-10-11T22:00:00.0/2022-10-11T23:00:00.0;997.3905;786.2733;696.8057;89.4676;955.2493;503.1919;125.5320;377.6599;173.3703;1.0000
2022-10-11T23:00:00.0/2022-10-12T00:00:00.0;1080.7947;860.0550;768.0090;92.0460;971.8427;498.2432;88.9057;409.3375;112.7648;1.0000
2022-10-12T00:00:00.0/2022-10-12T01:00:00.0;1098.6675;871.9890;767.1072;104.8818;954.9160;556.0067;145.0623;410.9443;180.6647;1.0000
2022-10-12T01:00:00.0/2022-10-12T02:00:00.0;1049.8126;820.8544;694.9562;125.8983;905.0547;658.7830;268.4406;390.3423;348.9934;1.0000
2022-10-12T02:00:00.0/2022-10-12T03:00:00.0;937.5790;713.1683;572.8343;140.3340;834.6015;564.7539;212.9136;351.8404;311.6485;0.9167
2022-10-12T03:00:00.0/2022-10-12T04:00:00.0;769.6396;560.0118;422.0493;137.9625;748.2067;468.2895;218.4358;249.8538;382.6549;1.0000
2022-10-12T04:00:00.0/2022-10-12T05:00:00.0;557.4651;375.1106;258.2805;116.8300;628.3519;253.8578;40.3399;213.5179;94.9560;1.0000
2022-10-12T05:00:00.0/2022-10-12T06:00:00.0;315.5412;178.0025;98.8767;79.1258;409.0022;124.2727;10.7156;113.5571;45.2362;1.0000
2022-10-12T06:00:00.0/2022-10-12T07:00:00.0;69.3052;26.2029;7.6392;18.5637;78.0473;23.8766;3.5594;20.3173;43.9946;0.8917
2022-10-12T07:00:00.0/2022-10-12T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T08:00:00.0/2022-10-12T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T09:00:00.0/2022-10-12T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T10:00:00.0/2022-10-12T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T11:00:00.0/2022-10-12T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T12:00:00.0/2022-10-12T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T13:00:00.0/2022-10-12T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T14:00:00.0/2022-10-12T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T15:00:00.0/2022-10-12T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T16:00:00.0/2022-10-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-12T17:00:00.0/2022-10-12T18:00:00.0;6.4368;1.6677;0.1336;1.5341;3.7864;1.6677;0.1336;1.5341;3.7864;0.8917
2022-10-12T18:00:00.0/2022-10-12T19:00:00.0;186.1017;90.4976;41.7148;48.7828;260.0975;56.4866;17.5586;38.9281;140.6443;0.8167
2022-10-12T19:00:00.0/2022-10-12T20:00:00.0;437.5486;281.0630;186.9091;94.1539;574.0934;103.6743;1.8756;101.7987;5.2371;1.0000
2022-10-12T20:00:00.0/2022-10-12T21:00:00.0;667.6741;479.2137;363.7948;115.4189;742.2814;201.9624;7.9655;193.9969;16.2416;1.0000
2022-10-12T21:00:00.0/2022-10-12T22:00:00.0;860.8061;651.5062;525.2498;126.2564;833.9045;223.8310;8.4334;215.3976;13.8523;1.0000
2022-10-12T22:00:00.0/2022-10-12T23:00:00.0;1003.7939;781.3394;648.5615;132.7779;883.8066;97.5361;0.0034;97.5328;0.0047;1.0000
2022-10-12T23:00:00.0/2022-10-13T00:00:00.0;1086.9059;858.4488;723.4120;135.0368;910.7405;183.5018;1.6835;181.8183;2.1181;1.0000
2022-10-13T00:00:00.0/2022-10-13T01:00:00.0;1104.4918;874.7305;738.7040;136.0265;915.2646;189.1903;5.1526;184.0377;6.4210;1.0000
2022-10-13T01:00:00.0/2022-10-13T02:00:00.0;1055.3752;828.5541;692.6360;135.9180;897.9875;348.1036;20.0742;328.0294;25.7753;1.0000
2022-10-13T02:00:00.0/2022-10-13T03:00:00.0;942.9232;725.7164;593.8553;131.8612;861.3085;280.9438;9.8163;271.1274;14.2097;0.9167
2022-10-13T03:00:00.0/2022-10-13T04:00:00.0;774.8234;574.9937;452.2377;122.7559;797.0841;218.9270;10.6669;208.2601;20.2863;1.0000
2022-10-13T04:00:00.0/2022-10-13T05:00:00.0;562.5574;389.3866;283.7188;105.6678;685.2112;252.7517;54.1177;198.6340;137.5014;1.0000
2022-10-13T05:00:00.0/2022-10-13T06:00:00.0;320.6171;189.4741;115.3104;74.1637;473.0378;163.3651;64.6203;98.7447;285.1308;1.0000
2022-10-13T06:00:00.0/2022-10-13T07:00:00.0;73.1193;29.7241;10.5943;19.1298;107.0769;27.3888;6.7557;20.6331;75.0566;0.8833
2022-10-13T07:00:00.0/2022-10-13T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T08:00:00.0/2022-10-13T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T09:00:00.0/2022-10-13T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T10:00:00.0/2022-10-13T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T11:00:00.0/2022-10-13T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T12:00:00.0/2022-10-13T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T13:00:00.0/2022-10-13T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T14:00:00.0/2022-10-13T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T15:00:00.0/2022-10-13T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T16:00:00.0/2022-10-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-13T17:00:00.0/2022-10-13T18:00:00.0;8.1681;2.3673;0.3395;2.0278;8.9461;2.3673;0.3395;2.0278;8.9461;0.8750
2022-10-13T18:00:00.0/2022-10-13T19:00:00.0;193.2814;101.3754;54.6620;46.7135;339.6028;101.3754;54.6620;46.7135;339.6028;0.8167
