# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -43.5372
# Longitude (positive East, ISO 19115): 172.7049
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-06-16T01:00:00.0/2020-06-16T02:00:00.0;485.2740;345.5759;299.2436;46.3324;813.1857;345.5759;299.2436;46.3324;813.1857;1.0000
2020-06-16T02:00:00.0/2020-06-16T03:00:00.0;397.6926;272.2473;228.5893;43.6581;756.3339;272.2473;228.5893;43.6581;756.3339;0.9167
2020-06-16T03:00:00.0/2020-06-16T04:00:00.0;258.4718;161.0148;125.2296;35.7853;629.3443;161.0148;125.2296;35.7853;629.3443;1.0000
2020-06-16T04:00:00.0/2020-06-16T05:00:00.0;78.5096;37.7903;23.2007;14.5897;262.4409;37.7903;23.2007;14.5897;262.4409;0.7417
2020-06-16T05:00:00.0/2020-06-16T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T06:00:00.0/2020-06-16T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T07:00:00.0/2020-06-16T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T08:00:00.0/2020-06-16T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T09:00:00.0/2020-06-16T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T10:00:00.0/2020-06-16T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T11:00:00.0/2020-06-16T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T12:00:00.0/2020-06-16T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T13:00:00.0/2020-06-16T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T14:00:00.0/2020-06-16T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T15:00:00.0/2020-06-16T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T16:00:00.0/2020-06-16T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T17:00:00.0/2020-06-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T18:00:00.0/2020-06-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T19:00:00.0/2020-06-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-16T20:00:00.0/2020-06-16T21:00:00.0;78.2199;38.0380;23.0832;14.9548;261.6195;38.0380;23.0832;14.9548;261.6195;0.7167
2020-06-16T21:00:00.0/2020-06-16T22:00:00.0;258.0357;162.4636;125.4734;36.9902;631.3959;162.4636;125.4734;36.9902;631.3959;1.0000
2020-06-16T22:00:00.0/2020-06-16T23:00:00.0;397.1475;274.6839;229.0908;45.5931;758.9761;257.5222;192.0605;65.4617;632.6784;1.0000
2020-06-16T23:00:00.0/2020-06-17T00:00:00.0;484.6281;348.1510;299.0647;49.0863;813.6752;348.1510;299.0647;49.0863;813.6752;1.0000
2020-06-17T00:00:00.0/2020-06-17T01:00:00.0;514.5168;373.3686;323.2675;50.1011;828.7739;351.5945;267.3762;84.2183;685.5886;1.0000
2020-06-17T01:00:00.0/2020-06-17T02:00:00.0;484.7771;347.6379;298.4865;49.1515;811.8463;283.1765;144.9863;138.1902;397.3726;1.0000
2020-06-17T02:00:00.0/2020-06-17T03:00:00.0;397.4369;274.2136;228.8987;45.3150;757.7887;226.2432;110.9055;115.3377;355.9391;0.9167
2020-06-17T03:00:00.0/2020-06-17T04:00:00.0;258.4491;161.9734;124.6602;37.3132;625.6412;117.0840;15.2127;101.8713;83.3049;1.0000
2020-06-17T04:00:00.0/2020-06-17T05:00:00.0;78.6928;37.7642;22.3094;15.4548;250.0685;37.2490;20.5939;16.6551;236.5101;0.7333
2020-06-17T05:00:00.0/2020-06-17T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T06:00:00.0/2020-06-17T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T07:00:00.0/2020-06-17T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T08:00:00.0/2020-06-17T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T09:00:00.0/2020-06-17T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T10:00:00.0/2020-06-17T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T11:00:00.0/2020-06-17T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T12:00:00.0/2020-06-17T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T13:00:00.0/2020-06-17T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T14:00:00.0/2020-06-17T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T15:00:00.0/2020-06-17T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T16:00:00.0/2020-06-17T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T17:00:00.0/2020-06-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T18:00:00.0/2020-06-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T19:00:00.0/2020-06-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-17T20:00:00.0/2020-06-17T21:00:00.0;77.2064;31.1164;7.5941;23.5224;77.8003;28.7246;4.4934;24.2312;52.1006;0.7167
2020-06-17T21:00:00.0/2020-06-17T22:00:00.0;256.9377;145.1985;70.9763;74.2223;352.1217;72.6535;1.4316;71.2218;7.2572;1.0000
2020-06-17T22:00:00.0/2020-06-17T23:00:00.0;396.1792;255.8909;156.6674;99.2235;518.8246;142.4523;5.5947;136.8576;18.6164;1.0000
2020-06-17T23:00:00.0/2020-06-18T00:00:00.0;483.8365;329.0614;219.0726;109.9887;596.6646;159.8012;4.6692;155.1319;12.6908;1.0000
2020-06-18T00:00:00.0/2020-06-18T01:00:00.0;513.9368;354.8690;243.1219;111.7472;623.8976;121.1644;0.4049;120.7595;1.0410;1.0000
2020-06-18T01:00:00.0/2020-06-18T02:00:00.0;484.4294;330.5308;224.3412;106.1896;610.4042;108.4118;2.6296;105.7823;7.5789;1.0000
2020-06-18T02:00:00.0/2020-06-18T03:00:00.0;397.3260;258.5163;165.2707;93.2456;546.2365;51.3045;0.7955;50.5090;2.3489;0.9167
2020-06-18T03:00:00.0/2020-06-18T04:00:00.0;258.5636;148.3007;78.6445;69.6562;389.1698;43.3987;0.0000;43.3987;0.0001;1.0000
2020-06-18T04:00:00.0/2020-06-18T05:00:00.0;78.9603;32.4989;9.2269;23.2720;94.0728;24.8195;3.9437;20.8758;49.3952;0.7333
2020-06-18T05:00:00.0/2020-06-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T06:00:00.0/2020-06-18T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T07:00:00.0/2020-06-18T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T08:00:00.0/2020-06-18T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T09:00:00.0/2020-06-18T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T10:00:00.0/2020-06-18T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T11:00:00.0/2020-06-18T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T12:00:00.0/2020-06-18T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T13:00:00.0/2020-06-18T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T14:00:00.0/2020-06-18T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T15:00:00.0/2020-06-18T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T16:00:00.0/2020-06-18T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T17:00:00.0/2020-06-18T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T18:00:00.0/2020-06-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T19:00:00.0/2020-06-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-18T20:00:00.0/2020-06-18T21:00:00.0;76.2985;33.1751;13.9271;19.2480;148.7879;15.6162;0.0083;15.6079;0.0657;0.7167
2020-06-18T21:00:00.0/2020-06-18T22:00:00.0;255.9722;151.4219;99.1213;52.3006;499.0571;78.3955;1.4640;76.9315;7.2513;1.0000
2020-06-18T22:00:00.0/2020-06-18T23:00:00.0;395.3524;261.3712;194.5060;66.8652;646.5027;141.1286;12.1333;128.9953;41.0624;1.0000
2020-06-18T23:00:00.0/2020-06-19T00:00:00.0;483.1923;333.6752;259.9843;73.6910;709.1331;103.0795;4.5508;98.5287;12.3009;0.9167
2020-06-19T00:00:00.0/2020-06-19T01:00:00.0;513.5068;358.9397;283.0399;75.8999;726.8320;117.8580;8.1396;109.7184;20.8148;1.0000
2020-06-19T01:00:00.0/2020-06-19T02:00:00.0;484.2305;334.3595;260.2354;74.1241;708.2881;117.5350;2.0641;115.4709;5.9428;1.0000
2020-06-19T02:00:00.0/2020-06-19T03:00:00.0;397.3593;262.6628;195.0741;67.5887;645.1166;159.8686;12.8205;147.0481;43.7188;0.9167
2020-06-19T03:00:00.0/2020-06-19T04:00:00.0;258.8143;153.3339;100.6013;52.7326;501.6345;118.3630;26.2368;92.1261;150.5712;1.0000
2020-06-19T04:00:00.0/2020-06-19T05:00:00.0;79.3393;34.8784;15.2444;19.6340;162.1297;34.8784;15.2444;19.6340;162.1297;0.7333
2020-06-19T05:00:00.0/2020-06-19T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T06:00:00.0/2020-06-19T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T07:00:00.0/2020-06-19T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T08:00:00.0/2020-06-19T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T09:00:00.0/2020-06-19T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T10:00:00.0/2020-06-19T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T11:00:00.0/2020-06-19T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T12:00:00.0/2020-06-19T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T13:00:00.0/2020-06-19T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T14:00:00.0/2020-06-19T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T15:00:00.0/2020-06-19T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T16:00:00.0/2020-06-19T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T17:00:00.0/2020-06-19T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T18:00:00.0/2020-06-19T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T19:00:00.0/2020-06-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-19T20:00:00.0/2020-06-19T21:00:00.0;75.4692;35.4480;19.8455;15.6025;225.7595;19.5890;0.4934;19.0956;6.4372;0.7250
2020-06-19T21:00:00.0/2020-06-19T22:00:00.0;255.1403;157.4364;117.5005;39.9359;596.2318;41.0033;0.1097;40.8936;0.5247;1.0000
2020-06-19T22:00:00.0/2020-06-19T23:00:00.0;394.6680;269.3160;220.6377;48.6784;734.9390;91.2856;1.3635;89.9221;4.0962;1.0000
2020-06-19T23:00:00.0/2020-06-20T00:00:00.0;482.6962;343.1088;291.6419;51.4668;796.2126;210.7611;46.9503;163.8108;129.7066;1.0000
2020-06-20T00:00:00.0/2020-06-20T01:00:00.0;513.2271;369.1740;316.6075;52.5665;813.3578;182.7930;18.6815;164.1115;48.0878;1.0000
2020-06-20T01:00:00.0/2020-06-20T02:00:00.0;484.1801;344.7006;292.0677;52.6330;794.9722;126.6372;0.8887;125.7485;2.4823;1.0000
2020-06-20T02:00:00.0/2020-06-20T03:00:00.0;397.5360;272.5604;223.1215;49.4390;737.9976;133.1209;5.3798;127.7412;18.6054;0.9167
2020-06-20T03:00:00.0/2020-06-20T04:00:00.0;259.2001;161.6317;121.3382;40.2934;607.0743;101.1626;22.5690;78.5936;118.1296;1.0000
2020-06-20T04:00:00.0/2020-06-20T05:00:00.0;79.8286;38.2550;21.9032;16.3518;244.0914;33.7204;11.3156;22.4048;154.7086;0.7333
2020-06-20T05:00:00.0/2020-06-20T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T06:00:00.0/2020-06-20T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T07:00:00.0/2020-06-20T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T08:00:00.0/2020-06-20T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T09:00:00.0/2020-06-20T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T10:00:00.0/2020-06-20T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T11:00:00.0/2020-06-20T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T12:00:00.0/2020-06-20T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T13:00:00.0/2020-06-20T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T14:00:00.0/2020-06-20T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T15:00:00.0/2020-06-20T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T16:00:00.0/2020-06-20T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T17:00:00.0/2020-06-20T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T18:00:00.0/2020-06-20T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T19:00:00.0/2020-06-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-20T20:00:00.0/2020-06-20T21:00:00.0;74.7899;35.3821;17.1226;18.2595;190.3133;12.0408;0.0000;12.0408;0.0000;0.7250
2020-06-20T21:00:00.0/2020-06-20T22:00:00.0;254.4433;160.9569;114.0496;46.9073;578.0839;73.4690;0.8621;72.6069;3.6964;1.0000
2020-06-20T22:00:00.0/2020-06-20T23:00:00.0;394.1268;277.1955;222.2592;54.9363;740.8575;137.7552;4.7871;132.9681;15.9111;1.0000
2020-06-20T23:00:00.0/2020-06-21T00:00:00.0;482.3486;353.7301;298.6418;55.0883;815.6894;200.4310;30.1426;170.2884;81.2784;1.0000
2020-06-21T00:00:00.0/2020-06-21T01:00:00.0;513.0974;380.6721;326.8640;53.8081;839.8036;167.2002;7.2152;159.9850;18.5760;1.0000
2020-06-21T01:00:00.0/2020-06-21T02:00:00.0;484.2780;355.4160;303.0410;52.3750;824.6121;138.8783;1.6914;137.1870;4.4961;1.0000
2020-06-21T02:00:00.0/2020-06-21T03:00:00.0;397.8553;281.5071;233.5928;47.9142;772.1406;107.4700;1.1728;106.2971;3.7493;0.9167
2020-06-21T03:00:00.0/2020-06-21T04:00:00.0;259.7198;167.9203;129.5325;38.3878;647.7673;106.3809;30.0793;76.3016;158.9814;1.0000
2020-06-21T04:00:00.0/2020-06-21T05:00:00.0;80.4270;40.5552;24.7925;15.7627;278.7535;19.3917;0.0420;19.3497;0.3290;0.7333
2020-06-21T05:00:00.0/2020-06-21T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T06:00:00.0/2020-06-21T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T07:00:00.0/2020-06-21T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T08:00:00.0/2020-06-21T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T09:00:00.0/2020-06-21T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T10:00:00.0/2020-06-21T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T11:00:00.0/2020-06-21T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T12:00:00.0/2020-06-21T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T13:00:00.0/2020-06-21T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T14:00:00.0/2020-06-21T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T15:00:00.0/2020-06-21T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T16:00:00.0/2020-06-21T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T17:00:00.0/2020-06-21T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T18:00:00.0/2020-06-21T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T19:00:00.0/2020-06-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-21T20:00:00.0/2020-06-21T21:00:00.0;74.2178;36.3836;21.9674;14.4162;256.1182;20.4556;0.3929;20.0627;5.2554;0.7250
2020-06-21T21:00:00.0/2020-06-21T22:00:00.0;253.8821;161.3864;125.3067;36.0796;639.5651;90.0342;5.5461;84.4881;24.5651;1.0000
2020-06-21T22:00:00.0/2020-06-21T23:00:00.0;393.7296;275.3953;232.9086;42.4867;777.5748;148.6180;11.5239;137.0941;39.5201;1.0000
2020-06-21T23:00:00.0/2020-06-22T00:00:00.0;482.1498;350.3057;306.3954;43.9103;837.2923;198.4426;36.2634;162.1792;97.7174;1.0000
2020-06-22T00:00:00.0/2020-06-22T01:00:00.0;513.1179;376.5308;331.8992;44.6317;852.5984;187.2341;18.0921;169.1420;46.3758;1.0000
2020-06-22T01:00:00.0/2020-06-22T02:00:00.0;484.5235;351.9460;308.3795;43.5666;838.6375;136.5861;1.1343;135.4517;3.0141;1.0000
2020-06-22T02:00:00.0/2020-06-22T03:00:00.0;398.3164;279.3330;239.2574;40.0756;790.0346;110.8435;0.4009;110.4426;1.3191;0.9167
2020-06-22T03:00:00.0/2020-06-22T04:00:00.0;260.3723;167.5006;135.0089;32.4917;674.4517;58.5695;0.3081;58.2614;1.3275;1.0000
2020-06-22T04:00:00.0/2020-06-22T05:00:00.0;81.1330;41.1853;27.4054;13.7799;310.4104;4.9893;0.0000;4.9893;0.0000;0.7333
2020-06-22T05:00:00.0/2020-06-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T06:00:00.0/2020-06-22T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T07:00:00.0/2020-06-22T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T08:00:00.0/2020-06-22T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T09:00:00.0/2020-06-22T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T10:00:00.0/2020-06-22T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T11:00:00.0/2020-06-22T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T12:00:00.0/2020-06-22T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T13:00:00.0/2020-06-22T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T14:00:00.0/2020-06-22T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-06-22T15:00:00.0/2020-06-22T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
