date,usage,dollars,type
12:00AM 7 September 2025,4.04 kWh,$0.73,actual
01:00AM 7 September 2025,4.07 kWh,$0.74,actual
02:00AM 7 September 2025,4.07 kWh,$0.74,actual
03:00AM 7 September 2025,3.99 kWh,$0.73,actual
04:00AM 7 September 2025,1.54 kWh,$0.32,actual
05:00AM 7 September 2025,1.25 kWh,$0.27,actual
06:00AM 7 September 2025,0.95 kWh,$0.22,actual
07:00AM 7 September 2025,2.26 kWh,$0.66,actual
08:00AM 7 September 2025,1.76 kWh,$0.53,actual
09:00AM 7 September 2025,0.55 kWh,$0.20,actual
10:00AM 7 September 2025,1.43 kWh,$0.44,actual
11:00AM 7 September 2025,1.54 kWh,$0.47,actual
12:00PM 7 September 2025,1.18 kWh,$0.37,actual
01:00PM 7 September 2025,0.56 kWh,$0.21,actual
02:00PM 7 September 2025,0.33 kWh,$0.14,actual
03:00PM 7 September 2025,0.32 kWh,$0.14,actual
04:00PM 7 September 2025,0.89 kWh,$0.29,actual
05:00PM 7 September 2025,1.79 kWh,$0.53,actual
06:00PM 7 September 2025,3.94 kWh,$1.11,actual
07:00PM 7 September 2025,3.49 kWh,$0.99,actual
08:00PM 7 September 2025,3.07 kWh,$0.88,actual
09:00PM 7 September 2025,3.35 kWh,$0.62,actual
10:00PM 7 September 2025,2.74 kWh,$0.52,actual
11:00PM 7 September 2025,2.13 kWh,$0.41,actual
12:00AM 8 September 2025,3.52 kWh,$0.65,actual
01:00AM 8 September 2025,3.55 kWh,$0.65,actual
02:00AM 8 September 2025,3.54 kWh,$0.65,actual
03:00AM 8 September 2025,1.23 kWh,$0.26,actual
04:00AM 8 September 2025,0.65 kWh,$0.17,actual
05:00AM 8 September 2025,0.82 kWh,$0.19,actual
06:00AM 8 September 2025,0.50 kWh,$0.14,actual
07:00AM 8 September 2025,3.31 kWh,$0.94,actual
08:00AM 8 September 2025,1.82 kWh,$0.54,actual
09:00AM 8 September 2025,0.43 kWh,$0.17,actual
10:00AM 8 September 2025,1.20 kWh,$0.38,actual
11:00AM 8 September 2025,1.17 kWh,$0.37,actual
12:00PM 8 September 2025,1.43 kWh,$0.44,actual
01:00PM 8 September 2025,1.03 kWh,$0.33,actual
02:00PM 8 September 2025,0.93 kWh,$0.30,actual
03:00PM 8 September 2025,1.49 kWh,$0.46,actual
04:00PM 8 September 2025,2.00 kWh,$0.59,actual
05:00PM 8 September 2025,3.36 kWh,$0.96,actual
06:00PM 8 September 2025,3.87 kWh,$1.09,actual
07:00PM 8 September 2025,3.07 kWh,$0.88,actual
08:00PM 8 September 2025,2.73 kWh,$0.79,actual
09:00PM 8 September 2025,2.12 kWh,$0.41,actual
10:00PM 8 September 2025,1.66 kWh,$0.33,actual
11:00PM 8 September 2025,2.35 kWh,$0.45,actual
12:00AM 9 September 2025,3.52 kWh,$0.65,actual
01:00AM 9 September 2025,3.51 kWh,$0.65,actual
02:00AM 9 September 2025,3.62 kWh,$0.66,actual
03:00AM 9 September 2025,1.42 kWh,$0.29,actual
04:00AM 9 September 2025,1.61 kWh,$0.33,actual
05:00AM 9 September 2025,0.33 kWh,$0.11,actual
06:00AM 9 September 2025,1.31 kWh,$0.28,actual
07:00AM 9 September 2025,1.62 kWh,$0.49,actual
08:00AM 9 September 2025,1.46 kWh,$0.45,actual
09:00AM 9 September 2025,0.88 kWh,$0.29,actual
10:00AM 9 September 2025,0.90 kWh,$0.30,actual
11:00AM 9 September 2025,0.31 kWh,$0.14,actual
12:00PM 9 September 2025,1.60 kWh,$0.48,actual
01:00PM 9 September 2025,0.39 kWh,$0.16,actual
02:00PM 9 September 2025,0.34 kWh,$0.15,actual
03:00PM 9 September 2025,0.36 kWh,$0.15,actual
04:00PM 9 September 2025,0.64 kWh,$0.23,actual
05:00PM 9 September 2025,2.12 kWh,$0.62,actual
06:00PM 9 September 2025,3.57 kWh,$1.01,actual
07:00PM 9 September 2025,2.45 kWh,$0.71,actual
08:00PM 9 September 2025,2.18 kWh,$0.64,actual
09:00PM 9 September 2025,2.61 kWh,$0.49,actual
10:00PM 9 September 2025,2.19 kWh,$0.42,actual
11:00PM 9 September 2025,2.92 kWh,$0.55,actual
12:00AM 10 September 2025,4.31 kWh,$0.78,actual
01:00AM 10 September 2025,4.34 kWh,$0.79,actual
02:00AM 10 September 2025,1.69 kWh,$0.34,actual
03:00AM 10 September 2025,1.82 kWh,$0.36,actual
04:00AM 10 September 2025,1.36 kWh,$0.28,actual
05:00AM 10 September 2025,1.13 kWh,$0.25,actual
06:00AM 10 September 2025,1.41 kWh,$0.29,actual
07:00AM 10 September 2025,1.65 kWh,$0.50,actual
08:00AM 10 September 2025,1.43 kWh,$0.44,actual
09:00AM 10 September 2025,0.54 kWh,$0.20,actual
10:00AM 10 September 2025,0.42 kWh,$0.17,actual
11:00AM 10 September 2025,1.36 kWh,$0.42,actual
12:00PM 10 September 2025,0.61 kWh,$0.22,actual
01:00PM 10 September 2025,1.37 kWh,$0.42,actual
02:00PM 10 September 2025,0.48 kWh,$0.18,actual
03:00PM 10 September 2025,0.72 kWh,$0.25,actual
04:00PM 10 September 2025,1.98 kWh,$0.59,actual
05:00PM 10 September 2025,1.77 kWh,$0.53,actual
06:00PM 10 September 2025,3.75 kWh,$1.06,actual
07:00PM 10 September 2025,3.40 kWh,$0.97,actual
08:00PM 10 September 2025,2.74 kWh,$0.79,actual
09:00PM 10 September 2025,2.79 kWh,$0.52,actual
10:00PM 10 September 2025,2.01 kWh,$0.39,actual
11:00PM 10 September 2025,1.93 kWh,$0.38,actual
12:00AM 11 September 2025,3.59 kWh,$0.66,actual
01:00AM 11 September 2025,3.53 kWh,$0.65,actual
02:00AM 11 September 2025,3.53 kWh,$0.65,actual
03:00AM 11 September 2025,2.23 kWh,$0.43,actual
04:00AM 11 September 2025,0.63 kWh,$0.16,actual
05:00AM 11 September 2025,0.62 kWh,$0.16,actual
06:00AM 11 September 2025,0.76 kWh,$0.18,actual
07:00AM 11 September 2025,3.42 kWh,$0.97,actual
08:00AM 11 September 2025,2.58 kWh,$0.75,actual
09:00AM 11 September 2025,1.02 kWh,$0.33,actual
10:00AM 11 September 2025,1.92 kWh,$0.57,actual
11:00AM 11 September 2025,1.75 kWh,$0.53,actual
12:00PM 11 September 2025,1.63 kWh,$0.49,actual
01:00PM 11 September 2025,0.40 kWh,$0.16,actual
02:00PM 11 September 2025,0.29 kWh,$0.13,actual
03:00PM 11 September 2025,0.87 kWh,$0.29,actual
04:00PM 11 September 2025,2.50 kWh,$0.73,actual
05:00PM 11 September 2025,1.65 kWh,$0.50,actual
06:00PM 11 September 2025,1.91 kWh,$0.57,actual
07:00PM 11 September 2025,2.72 kWh,$0.78,actual
08:00PM 11 September 2025,3.54 kWh,$1.01,actual
09:00PM 11 September 2025,3.37 kWh,$0.62,actual
10:00PM 11 September 2025,1.93 kWh,$0.38,actual
11:00PM 11 September 2025,2.34 kWh,$0.45,actual
12:00AM 12 September 2025,3.65 kWh,$0.67,actual
01:00AM 12 September 2025,3.60 kWh,$0.66,actual
02:00AM 12 September 2025,3.09 kWh,$0.58,actual
03:00AM 12 September 2025,1.16 kWh,$0.25,actual
04:00AM 12 September 2025,0.89 kWh,$0.20,actual
05:00AM 12 September 2025,1.01 kWh,$0.23,actual
06:00AM 12 September 2025,2.39 kWh,$0.46,actual
07:00AM 12 September 2025,2.63 kWh,$0.76,actual
08:00AM 12 September 2025,0.59 kWh,$0.22,actual
09:00AM 12 September 2025,0.35 kWh,$0.15,actual
10:00AM 12 September 2025,0.37 kWh,$0.16,actual
11:00AM 12 September 2025,0.62 kWh,$0.22,actual
12:00PM 12 September 2025,0.94 kWh,$0.31,actual
01:00PM 12 September 2025,0.55 kWh,$0.20,actual
02:00PM 12 September 2025,0.41 kWh,$0.16,actual
03:00PM 12 September 2025,0.48 kWh,$0.18,actual
04:00PM 12 September 2025,0.76 kWh,$0.26,actual
05:00PM 12 September 2025,1.89 kWh,$0.56,actual
06:00PM 12 September 2025,3.10 kWh,$0.89,actual
07:00PM 12 September 2025,2.10 kWh,$0.62,actual
08:00PM 12 September 2025,2.35 kWh,$0.69,actual
09:00PM 12 September 2025,3.13 kWh,$0.58,actual
10:00PM 12 September 2025,2.79 kWh,$0.52,actual
11:00PM 12 September 2025,3.58 kWh,$0.66,actual
12:00AM 13 September 2025,4.82 kWh,$0.87,actual
01:00AM 13 September 2025,4.81 kWh,$0.86,actual
02:00AM 13 September 2025,4.82 kWh,$0.87,actual
03:00AM 13 September 2025,2.13 kWh,$0.41,actual
04:00AM 13 September 2025,1.77 kWh,$0.35,actual
05:00AM 13 September 2025,2.37 kWh,$0.45,actual
06:00AM 13 September 2025,1.58 kWh,$0.32,actual
07:00AM 13 September 2025,2.60 kWh,$0.75,actual
08:00AM 13 September 2025,2.02 kWh,$0.60,actual
09:00AM 13 September 2025,1.82 kWh,$0.54,actual
10:00AM 13 September 2025,1.33 kWh,$0.41,actual
11:00AM 13 September 2025,1.03 kWh,$0.33,actual
12:00PM 13 September 2025,2.97 kWh,$0.85,actual
01:00PM 13 September 2025,1.92 kWh,$0.57,actual
02:00PM 13 September 2025,0.70 kWh,$0.24,actual
03:00PM 13 September 2025,1.33 kWh,$0.41,actual
04:00PM 13 September 2025,1.64 kWh,$0.50,actual
05:00PM 13 September 2025,1.61 kWh,$0.49,actual
06:00PM 13 September 2025,3.73 kWh,$1.05,actual
07:00PM 13 September 2025,2.00 kWh,$0.59,actual
08:00PM 13 September 2025,2.28 kWh,$0.67,actual
09:00PM 13 September 2025,3.36 kWh,$0.62,actual
10:00PM 13 September 2025,2.92 kWh,$0.55,actual
11:00PM 13 September 2025,3.39 kWh,$0.63,actual
12:00AM 14 September 2025,5.01 kWh,$0.90,actual
01:00AM 14 September 2025,4.88 kWh,$0.88,actual
02:00AM 14 September 2025,4.88 kWh,$0.88,actual
03:00AM 14 September 2025,4.91 kWh,$0.88,actual
04:00AM 14 September 2025,2.02 kWh,$0.40,actual
05:00AM 14 September 2025,2.00 kWh,$0.39,actual
06:00AM 14 September 2025,1.75 kWh,$0.35,actual
07:00AM 14 September 2025,2.31 kWh,$0.68,actual
08:00AM 14 September 2025,2.53 kWh,$0.73,actual
09:00AM 14 September 2025,1.77 kWh,$0.53,actual
10:00AM 14 September 2025,2.61 kWh,$0.75,actual
11:00AM 14 September 2025,2.89 kWh,$0.83,actual
12:00PM 14 September 2025,3.12 kWh,$0.89,actual
01:00PM 14 September 2025,1.25 kWh,$0.39,actual
02:00PM 14 September 2025,0.92 kWh,$0.30,actual
03:00PM 14 September 2025,1.45 kWh,$0.44,actual
04:00PM 14 September 2025,1.11 kWh,$0.35,actual
05:00PM 14 September 2025,2.63 kWh,$0.76,actual
06:00PM 14 September 2025,3.33 kWh,$0.95,actual
07:00PM 14 September 2025,2.66 kWh,$0.77,actual
08:00PM 14 September 2025,2.77 kWh,$0.80,actual
09:00PM 14 September 2025,3.92 kWh,$0.72,actual
10:00PM 14 September 2025,2.08 kWh,$0.40,actual
11:00PM 14 September 2025,2.88 kWh,$0.54,actual
12:00AM 15 September 2025,4.18 kWh,$0.76,actual
01:00AM 15 September 2025,4.19 kWh,$0.76,actual
02:00AM 15 September 2025,4.19 kWh,$0.76,actual
03:00AM 15 September 2025,2.09 kWh,$0.41,actual
04:00AM 15 September 2025,1.66 kWh,$0.33,actual
05:00AM 15 September 2025,1.29 kWh,$0.27,actual
06:00AM 15 September 2025,1.11 kWh,$0.24,actual
07:00AM 15 September 2025,2.34 kWh,$0.68,actual
08:00AM 15 September 2025,1.65 kWh,$0.50,actual
09:00AM 15 September 2025,0.52 kWh,$0.19,actual
10:00AM 15 September 2025,0.59 kWh,$0.22,actual
11:00AM 15 September 2025,0.52 kWh,$0.19,actual
12:00PM 15 September 2025,1.40 kWh,$0.43,actual
01:00PM 15 September 2025,0.90 kWh,$0.30,actual
02:00PM 15 September 2025,0.53 kWh,$0.20,actual
03:00PM 15 September 2025,0.47 kWh,$0.18,actual
04:00PM 15 September 2025,1.49 kWh,$0.45,actual
05:00PM 15 September 2025,3.54 kWh,$1.01,actual
06:00PM 15 September 2025,3.85 kWh,$1.09,actual
07:00PM 15 September 2025,1.82 kWh,$0.54,actual
08:00PM 15 September 2025,2.27 kWh,$0.66,actual
09:00PM 15 September 2025,2.82 kWh,$0.53,actual
10:00PM 15 September 2025,2.29 kWh,$0.44,actual
11:00PM 15 September 2025,2.67 kWh,$0.51,actual
12:00AM 16 September 2025,4.17 kWh,$0.76,actual
01:00AM 16 September 2025,4.17 kWh,$0.76,actual
02:00AM 16 September 2025,4.21 kWh,$0.76,actual
03:00AM 16 September 2025,1.50 kWh,$0.31,actual
04:00AM 16 September 2025,1.30 kWh,$0.27,actual
05:00AM 16 September 2025,1.04 kWh,$0.23,actual
06:00AM 16 September 2025,2.02 kWh,$0.39,actual
07:00AM 16 September 2025,2.39 kWh,$0.70,actual
08:00AM 16 September 2025,1.44 kWh,$0.44,actual
09:00AM 16 September 2025,0.54 kWh,$0.20,actual
10:00AM 16 September 2025,0.54 kWh,$0.20,actual
11:00AM 16 September 2025,0.71 kWh,$0.25,actual
12:00PM 16 September 2025,1.27 kWh,$0.40,actual
01:00PM 16 September 2025,1.04 kWh,$0.34,actual
02:00PM 16 September 2025,0.50 kWh,$0.19,actual
03:00PM 16 September 2025,0.62 kWh,$0.22,actual
04:00PM 16 September 2025,0.57 kWh,$0.21,actual
05:00PM 16 September 2025,1.65 kWh,$0.50,actual
06:00PM 16 September 2025,3.38 kWh,$0.96,actual
07:00PM 16 September 2025,2.42 kWh,$0.71,actual
08:00PM 16 September 2025,2.46 kWh,$0.72,actual
09:00PM 16 September 2025,2.62 kWh,$0.50,actual
10:00PM 16 September 2025,2.41 kWh,$0.46,actual
11:00PM 16 September 2025,3.30 kWh,$0.61,actual
12:00AM 17 September 2025,4.62 kWh,$0.83,actual
01:00AM 17 September 2025,4.39 kWh,$0.79,actual
02:00AM 17 September 2025,4.17 kWh,$0.76,actual
03:00AM 17 September 2025,2.14 kWh,$0.42,actual
04:00AM 17 September 2025,1.50 kWh,$0.31,actual
05:00AM 17 September 2025,1.08 kWh,$0.24,actual
06:00AM 17 September 2025,1.26 kWh,$0.27,actual
07:00AM 17 September 2025,0.95 kWh,$0.31,actual
08:00AM 17 September 2025,2.03 kWh,$0.60,actual
09:00AM 17 September 2025,0.51 kWh,$0.19,actual
10:00AM 17 September 2025,0.50 kWh,$0.19,actual
11:00AM 17 September 2025,0.92 kWh,$0.30,actual
12:00PM 17 September 2025,0.55 kWh,$0.20,actual
01:00PM 17 September 2025,0.64 kWh,$0.23,actual
02:00PM 17 September 2025,0.62 kWh,$0.22,actual
03:00PM 17 September 2025,0.96 kWh,$0.31,actual
04:00PM 17 September 2025,1.02 kWh,$0.33,actual
05:00PM 17 September 2025,1.13 kWh,$0.36,actual
06:00PM 17 September 2025,2.02 kWh,$0.60,actual
07:00PM 17 September 2025,1.86 kWh,$0.55,actual
08:00PM 17 September 2025,1.21 kWh,$0.38,actual
09:00PM 17 September 2025,1.55 kWh,$0.32,actual
10:00PM 17 September 2025,1.35 kWh,$0.28,actual
11:00PM 17 September 2025,2.51 kWh,$0.48,actual
12:00AM 18 September 2025,3.69 kWh,$0.68,actual
01:00AM 18 September 2025,3.51 kWh,$0.65,actual
02:00AM 18 September 2025,3.55 kWh,$0.65,actual
03:00AM 18 September 2025,1.26 kWh,$0.27,actual
04:00AM 18 September 2025,0.48 kWh,$0.14,actual
05:00AM 18 September 2025,0.68 kWh,$0.17,actual
06:00AM 18 September 2025,1.24 kWh,$0.26,actual
07:00AM 18 September 2025,1.08 kWh,$0.35,actual
08:00AM 18 September 2025,1.16 kWh,$0.37,actual
09:00AM 18 September 2025,0.43 kWh,$0.17,actual
10:00AM 18 September 2025,0.48 kWh,$0.18,actual
11:00AM 18 September 2025,0.81 kWh,$0.27,actual
12:00PM 18 September 2025,1.68 kWh,$0.51,actual
01:00PM 18 September 2025,0.54 kWh,$0.20,actual
02:00PM 18 September 2025,0.54 kWh,$0.20,actual
03:00PM 18 September 2025,0.61 kWh,$0.22,actual
04:00PM 18 September 2025,0.97 kWh,$0.32,actual
05:00PM 18 September 2025,1.86 kWh,$0.55,actual
06:00PM 18 September 2025,3.60 kWh,$1.02,actual
07:00PM 18 September 2025,2.36 kWh,$0.69,actual
08:00PM 18 September 2025,1.71 kWh,$0.51,actual
09:00PM 18 September 2025,1.65 kWh,$0.33,actual
10:00PM 18 September 2025,1.64 kWh,$0.33,actual
11:00PM 18 September 2025,2.23 kWh,$0.43,actual
12:00AM 19 September 2025,3.52 kWh,$0.65,actual
01:00AM 19 September 2025,3.52 kWh,$0.65,actual
02:00AM 19 September 2025,1.26 kWh,$0.27,actual
03:00AM 19 September 2025,0.99 kWh,$0.22,actual
04:00AM 19 September 2025,0.48 kWh,$0.14,actual
05:00AM 19 September 2025,0.54 kWh,$0.15,actual
06:00AM 19 September 2025,1.76 kWh,$0.35,actual
07:00AM 19 September 2025,2.50 kWh,$0.73,actual
08:00AM 19 September 2025,1.35 kWh,$0.42,actual
09:00AM 19 September 2025,2.19 kWh,$0.64,actual
10:00AM 19 September 2025,0.37 kWh,$0.16,actual
11:00AM 19 September 2025,0.36 kWh,$0.15,actual
12:00PM 19 September 2025,0.30 kWh,$0.14,actual
01:00PM 19 September 2025,1.71 kWh,$0.51,actual
02:00PM 19 September 2025,1.09 kWh,$0.35,actual
03:00PM 19 September 2025,0.50 kWh,$0.19,actual
04:00PM 19 September 2025,0.94 kWh,$0.31,actual
05:00PM 19 September 2025,2.10 kWh,$0.62,actual
06:00PM 19 September 2025,3.45 kWh,$0.98,actual
07:00PM 19 September 2025,4.25 kWh,$1.20,actual
08:00PM 19 September 2025,2.69 kWh,$0.78,actual
09:00PM 19 September 2025,2.86 kWh,$0.54,actual
10:00PM 19 September 2025,1.73 kWh,$0.35,actual
11:00PM 19 September 2025,2.58 kWh,$0.49,actual
12:00AM 20 September 2025,3.60 kWh,$0.66,actual
01:00AM 20 September 2025,3.66 kWh,$0.67,actual
02:00AM 20 September 2025,3.52 kWh,$0.65,actual
03:00AM 20 September 2025,1.44 kWh,$0.30,actual
04:00AM 20 September 2025,0.68 kWh,$0.17,actual
05:00AM 20 September 2025,0.68 kWh,$0.17,actual
06:00AM 20 September 2025,1.35 kWh,$0.28,actual
07:00AM 20 September 2025,1.46 kWh,$0.45,actual
08:00AM 20 September 2025,1.89 kWh,$0.56,actual
09:00AM 20 September 2025,1.37 kWh,$0.42,actual
10:00AM 20 September 2025,0.94 kWh,$0.31,actual
11:00AM 20 September 2025,0.91 kWh,$0.30,actual
12:00PM 20 September 2025,1.55 kWh,$0.47,actual
01:00PM 20 September 2025,1.23 kWh,$0.39,actual
02:00PM 20 September 2025,0.42 kWh,$0.17,actual
03:00PM 20 September 2025,0.57 kWh,$0.21,actual
04:00PM 20 September 2025,0.91 kWh,$0.30,actual
05:00PM 20 September 2025,1.63 kWh,$0.49,actual
06:00PM 20 September 2025,3.35 kWh,$0.96,actual
07:00PM 20 September 2025,2.57 kWh,$0.74,actual
08:00PM 20 September 2025,2.19 kWh,$0.64,actual
09:00PM 20 September 2025,3.06 kWh,$0.57,actual
10:00PM 20 September 2025,2.79 kWh,$0.53,actual
11:00PM 20 September 2025,3.48 kWh,$0.64,actual
12:00AM 21 September 2025,4.59 kWh,$0.83,actual
01:00AM 21 September 2025,4.47 kWh,$0.81,actual
02:00AM 21 September 2025,2.21 kWh,$0.43,actual
03:00AM 21 September 2025,1.80 kWh,$0.36,actual
04:00AM 21 September 2025,1.53 kWh,$0.31,actual
05:00AM 21 September 2025,1.84 kWh,$0.36,actual
06:00AM 21 September 2025,1.42 kWh,$0.29,actual
07:00AM 21 September 2025,1.47 kWh,$0.45,actual
08:00AM 21 September 2025,1.22 kWh,$0.38,actual
09:00AM 21 September 2025,0.53 kWh,$0.20,actual
10:00AM 21 September 2025,0.47 kWh,$0.18,actual
11:00AM 21 September 2025,1.44 kWh,$0.44,actual
12:00PM 21 September 2025,1.04 kWh,$0.33,actual
01:00PM 21 September 2025,1.56 kWh,$0.48,actual
02:00PM 21 September 2025,0.53 kWh,$0.20,actual
03:00PM 21 September 2025,0.66 kWh,$0.23,actual
04:00PM 21 September 2025,0.91 kWh,$0.30,actual
05:00PM 21 September 2025,1.65 kWh,$0.50,actual
06:00PM 21 September 2025,3.41 kWh,$0.97,actual
07:00PM 21 September 2025,2.15 kWh,$0.63,actual
08:00PM 21 September 2025,1.82 kWh,$0.54,actual
09:00PM 21 September 2025,2.05 kWh,$0.40,actual
10:00PM 21 September 2025,1.50 kWh,$0.31,actual
11:00PM 21 September 2025,2.41 kWh,$0.46,actual
12:00AM 22 September 2025,3.63 kWh,$0.67,actual
01:00AM 22 September 2025,3.56 kWh,$0.65,actual
02:00AM 22 September 2025,3.57 kWh,$0.66,actual
03:00AM 22 September 2025,3.50 kWh,$0.64,actual
04:00AM 22 September 2025,1.30 kWh,$0.27,actual
05:00AM 22 September 2025,1.01 kWh,$0.23,actual
06:00AM 22 September 2025,1.40 kWh,$0.29,actual
07:00AM 22 September 2025,1.41 kWh,$0.43,actual
08:00AM 22 September 2025,1.48 kWh,$0.45,actual
09:00AM 22 September 2025,0.75 kWh,$0.26,actual
10:00AM 22 September 2025,0.50 kWh,$0.19,actual
11:00AM 22 September 2025,0.98 kWh,$0.32,actual
12:00PM 22 September 2025,0.52 kWh,$0.19,actual
01:00PM 22 September 2025,1.45 kWh,$0.44,actual
02:00PM 22 September 2025,0.43 kWh,$0.17,actual
03:00PM 22 September 2025,0.39 kWh,$0.16,actual
04:00PM 22 September 2025,0.50 kWh,$0.19,actual
05:00PM 22 September 2025,1.73 kWh,$0.52,actual
06:00PM 22 September 2025,1.99 kWh,$0.59,actual
07:00PM 22 September 2025,1.88 kWh,$0.56,actual
08:00PM 22 September 2025,1.56 kWh,$0.48,actual
09:00PM 22 September 2025,2.18 kWh,$0.42,actual
10:00PM 22 September 2025,2.17 kWh,$0.42,actual
11:00PM 22 September 2025,2.69 kWh,$0.51,actual
12:00AM 23 September 2025,4.05 kWh,$0.74,actual
01:00AM 23 September 2025,4.03 kWh,$0.73,actual
02:00AM 23 September 2025,4.01 kWh,$0.73,actual
03:00AM 23 September 2025,4.04 kWh,$0.73,actual
04:00AM 23 September 2025,2.12 kWh,$0.41,actual
05:00AM 23 September 2025,3.31 kWh,$0.61,actual
06:00AM 23 September 2025,1.08 kWh,$0.24,actual
07:00AM 23 September 2025,1.68 kWh,$0.51,actual
08:00AM 23 September 2025,1.39 kWh,$0.43,actual
09:00AM 23 September 2025,0.54 kWh,$0.20,actual
10:00AM 23 September 2025,0.76 kWh,$0.26,actual
11:00AM 23 September 2025,0.86 kWh,$0.29,actual
12:00PM 23 September 2025,0.61 kWh,$0.22,actual
01:00PM 23 September 2025,0.40 kWh,$0.16,actual
02:00PM 23 September 2025,0.35 kWh,$0.15,actual
03:00PM 23 September 2025,1.02 kWh,$0.33,actual
04:00PM 23 September 2025,1.82 kWh,$0.54,actual
05:00PM 23 September 2025,2.51 kWh,$0.73,actual
06:00PM 23 September 2025,4.12 kWh,$1.16,actual
07:00PM 23 September 2025,2.16 kWh,$0.63,actual
08:00PM 23 September 2025,1.89 kWh,$0.56,actual
09:00PM 23 September 2025,3.18 kWh,$0.59,actual
10:00PM 23 September 2025,2.93 kWh,$0.55,actual
11:00PM 23 September 2025,3.16 kWh,$0.59,actual
12:00AM 24 September 2025,4.41 kWh,$0.80,actual
01:00AM 24 September 2025,4.38 kWh,$0.79,actual
02:00AM 24 September 2025,1.94 kWh,$0.38,actual
03:00AM 24 September 2025,1.70 kWh,$0.34,actual
04:00AM 24 September 2025,1.98 kWh,$0.39,actual
05:00AM 24 September 2025,1.29 kWh,$0.27,actual
06:00AM 24 September 2025,1.54 kWh,$0.31,actual
07:00AM 24 September 2025,1.79 kWh,$0.54,actual
08:00AM 24 September 2025,1.61 kWh,$0.49,actual
09:00AM 24 September 2025,1.77 kWh,$0.53,actual
10:00AM 24 September 2025,1.75 kWh,$0.53,actual
11:00AM 24 September 2025,1.83 kWh,$0.55,actual
12:00PM 24 September 2025,1.13 kWh,$0.36,actual
01:00PM 24 September 2025,0.67 kWh,$0.24,actual
02:00PM 24 September 2025,0.32 kWh,$0.14,actual
03:00PM 24 September 2025,0.30 kWh,$0.14,actual
04:00PM 24 September 2025,0.70 kWh,$0.24,actual
05:00PM 24 September 2025,1.41 kWh,$0.43,actual
06:00PM 24 September 2025,1.90 kWh,$0.56,actual
07:00PM 24 September 2025,2.72 kWh,$0.78,actual
08:00PM 24 September 2025,2.10 kWh,$0.62,actual
09:00PM 24 September 2025,2.94 kWh,$0.55,actual
10:00PM 24 September 2025,1.71 kWh,$0.34,actual
11:00PM 24 September 2025,2.44 kWh,$0.47,actual
12:00AM 25 September 2025,3.79 kWh,$0.69,actual
01:00AM 25 September 2025,3.84 kWh,$0.70,actual
02:00AM 25 September 2025,3.90 kWh,$0.71,actual
03:00AM 25 September 2025,1.11 kWh,$0.24,actual
04:00AM 25 September 2025,0.89 kWh,$0.21,actual
05:00AM 25 September 2025,0.90 kWh,$0.21,actual
06:00AM 25 September 2025,0.56 kWh,$0.15,actual
07:00AM 25 September 2025,1.53 kWh,$0.47,actual
08:00AM 25 September 2025,1.75 kWh,$0.52,actual
09:00AM 25 September 2025,0.53 kWh,$0.20,actual
10:00AM 25 September 2025,0.89 kWh,$0.29,actual
11:00AM 25 September 2025,0.50 kWh,$0.19,actual
12:00PM 25 September 2025,0.82 kWh,$0.28,actual
01:00PM 25 September 2025,0.74 kWh,$0.25,actual
02:00PM 25 September 2025,0.78 kWh,$0.26,actual
03:00PM 25 September 2025,0.54 kWh,$0.20,actual
04:00PM 25 September 2025,0.79 kWh,$0.27,actual
05:00PM 25 September 2025,2.88 kWh,$0.83,actual
06:00PM 25 September 2025,4.13 kWh,$1.16,actual
07:00PM 25 September 2025,2.04 kWh,$0.60,actual
08:00PM 25 September 2025,2.28 kWh,$0.67,actual
09:00PM 25 September 2025,2.87 kWh,$0.54,actual
10:00PM 25 September 2025,1.82 kWh,$0.36,actual
11:00PM 25 September 2025,2.62 kWh,$0.50,actual
12:00AM 26 September 2025,3.93 kWh,$0.72,actual
01:00AM 26 September 2025,3.97 kWh,$0.72,actual
02:00AM 26 September 2025,1.97 kWh,$0.39,actual
03:00AM 26 September 2025,1.10 kWh,$0.24,actual
04:00AM 26 September 2025,1.06 kWh,$0.23,actual
05:00AM 26 September 2025,1.07 kWh,$0.24,actual
06:00AM 26 September 2025,1.07 kWh,$0.24,actual
07:00AM 26 September 2025,1.81 kWh,$0.54,actual
08:00AM 26 September 2025,1.36 kWh,$0.42,actual
09:00AM 26 September 2025,2.13 kWh,$0.63,actual
10:00AM 26 September 2025,0.90 kWh,$0.30,actual
11:00AM 26 September 2025,0.57 kWh,$0.21,actual
12:00PM 26 September 2025,0.36 kWh,$0.15,actual
01:00PM 26 September 2025,1.18 kWh,$0.37,actual
02:00PM 26 September 2025,0.84 kWh,$0.28,actual
03:00PM 26 September 2025,0.51 kWh,$0.19,actual
04:00PM 26 September 2025,1.36 kWh,$0.42,actual
05:00PM 26 September 2025,1.42 kWh,$0.44,actual
06:00PM 26 September 2025,2.53 kWh,$0.73,actual
07:00PM 26 September 2025,2.78 kWh,$0.80,actual
08:00PM 26 September 2025,2.28 kWh,$0.67,actual
09:00PM 26 September 2025,3.01 kWh,$0.56,actual
10:00PM 26 September 2025,2.86 kWh,$0.54,actual
11:00PM 26 September 2025,3.64 kWh,$0.67,actual
12:00AM 27 September 2025,4.76 kWh,$0.86,actual
01:00AM 27 September 2025,4.74 kWh,$0.85,actual
